"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Mode","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"61","Fall 2019_AFAS_160D1","College of Humanities","Africana Studies","AFAS_160D1","AFAS","160D1","Intro:African Amer Lit","Lower Division",304,9,25,23,57,235,12,0,"Fall 2019",2020,3,8.2,7.6,18.8,77.3,3.9,0,"",3,"In Person",188593,3,172,356,522,0,1,1,1,0,0,2,1,2,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"62","Fall 2019_AFAS_160D1","College of Humanities","Africana Studies","AFAS_160D1","AFAS","160D1","Intro:African Amer Lit","Lower Division",304,9,25,23,57,235,12,0,"Fall 2019",2020,3,8.2,7.6,18.8,77.3,3.9,0,"",3,"FullOnline",52766,1,132,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
"63","Fall 2019_AFAS_200","College of Humanities","Africana Studies","AFAS_200","AFAS","200","Introduction- Africana Studies","Lower Division",241,12,30,20,62,174,5,0,"Fall 2019",2020,5,12.4,8.3,25.7,72.2,2.1,0,"",3,"In Person",171813,3,78,180,253,2,0,0,1,0,0,1,2,1,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"64","Fall 2019_AFAS_200","College of Humanities","Africana Studies","AFAS_200","AFAS","200","Introduction- Africana Studies","Lower Division",241,12,30,20,62,174,5,0,"Fall 2019",2020,5,12.4,8.3,25.7,72.2,2.1,0,"",3,"FullOnline",112508,2,163,200,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"65","Fall 2019_AFAS_208","College of Social & Behav Sci","History","AFAS_208","AFAS","208","History of Africa","Lower Division",19,0,4,5,9,7,3,0,"Fall 2019",2020,0,21.1,26.3,47.4,36.8,15.8,0,"",3,"FullOnline",132977,2,19,50,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"66","Fall 2019_AFAS_209","College of Humanities","Africana Studies","AFAS_209","AFAS","209","Afr-Am Hist (1440-1877)","Lower Division",6,0,0,0,0,6,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",50945,1,6,60,51,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"67","Fall 2019_AFAS_218","College of Humanities","Africana Studies","AFAS_218","AFAS","218","Introduction to Hip-Hop Dance","Lower Division",55,0,6,1,7,46,2,0,"Fall 2019",2020,0,10.9,1.8,12.7,83.6,3.6,0,"",3,"In Person",64372,1,55,60,59,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"68","Fall 2019_AFAS_220","College of Humanities","Africana Studies","AFAS_220","AFAS","220","Intro African Amer Study","Lower Division",95,9,18,13,40,53,2,0,"Fall 2019",2020,9.5,18.9,13.7,42.1,55.8,2.1,0,"",3,"FullOnline",179602,3,95,165,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,3
"69","Fall 2019_AFAS_222","College of Humanities","Africana Studies","AFAS_222","AFAS","222","Afr Am Std:Hist of Ideas","Lower Division",45,0,7,1,8,37,0,0,"Fall 2019",2020,0,15.6,2.2,17.8,82.2,0,0,"",3,"In Person",103650,2,45,110,150,1,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"70","Fall 2019_AFAS_280","College of Social & Behav Sci","Latin American Area Center","AFAS_280","AFAS","280","Brazilian Identity","Lower Division",32,0,6,1,7,24,1,0,"Fall 2019",2020,0,18.8,3.1,21.9,75,3.1,0,"",3,"FullOnline",124619,2,64,150,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"71","Fall 2019_AFAS_300","College of Humanities","Africana Studies","AFAS_300","AFAS","300","Hist View Afr Diaspora Cinema","Upper Division",48,7,9,3,19,29,0,0,"Fall 2019",2020,14.6,18.8,6.3,39.6,60.4,0,0,"",3,"FullOnline",129122,2,48,310,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3
"72","Fall 2019_AFAS_302","College of Humanities","Africana Studies","AFAS_302","AFAS","302","AFAS Research Approaches","Upper Division",18,0,4,4,8,10,0,0,"Fall 2019",2020,0,22.2,22.2,44.4,55.6,0,0,"",3,"FullOnline",56305,1,18,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"73","Fall 2019_AFAS_304A","College of Humanities","Africana Studies","AFAS_304A","AFAS","304A","Soc Const Race:Whiteness","Upper Division",67,4,12,5,21,44,2,0,"Fall 2019",2020,6,17.9,7.5,31.3,65.7,3,0,"Y",3,"FullOnline",133794,2,67,70,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3
"74","Fall 2019_AFAS_306","College of Humanities","Africana Studies","AFAS_306","AFAS","306","Afr Am Autobiog:Wmn+Hist","Upper Division",25,1,1,4,6,19,0,0,"Fall 2019",2020,4,4,16,24,76,0,0,"",3,"FullOnline",124627,2,25,132,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3
"75","Fall 2019_AFAS_320","College of Humanities","Africana Studies","AFAS_320","AFAS","320","African-Amer Slave Narr","Upper Division",98,2,9,3,14,81,3,0,"Fall 2019",2020,2,9.2,3.1,14.3,82.7,3.1,0,"",3,"FullOnline",69029,1,98,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
"76","Fall 2019_AFAS_335","College of Humanities","Religious Studies, Cmt","AFAS_335","AFAS","335","Rap, Culture And God","Upper Division",65,3,5,0,8,56,1,0,"Fall 2019",2020,4.6,7.7,0,12.3,86.2,1.5,0,"",3,"In Person",50954,1,65,125,155,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"77","Fall 2019_AFAS_340","College of Humanities","Africana Studies","AFAS_340","AFAS","340","Pol Of Race+African Expr","Upper Division",20,1,1,0,2,17,1,0,"Fall 2019",2020,5,5,0,10,85,5,0,"",3,"In Person",59880,1,20,60,60,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"78","Fall 2019_AFAS_342","College of Humanities","Africana Studies","AFAS_342","AFAS","342","Writers, Women+The Gods","Upper Division",59,2,5,6,13,46,0,0,"Fall 2019",2020,3.4,8.5,10.2,22,78,0,0,"",3,"In Person",66262,1,28,60,60,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"79","Fall 2019_AFAS_342","College of Humanities","Africana Studies","AFAS_342","AFAS","342","Writers, Women+The Gods","Upper Division",59,2,5,6,13,46,0,0,"Fall 2019",2020,3.4,8.5,10.2,22,78,0,0,"",3,"FullOnline",119452,2,31,80,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3
"80","Fall 2019_AFAS_345","College of Humanities","Africana Studies","AFAS_345","AFAS","345","Caribbean Politics","Upper Division",27,3,1,0,4,23,0,0,"Fall 2019",2020,11.1,3.7,0,14.8,85.2,0,0,"",3,"In Person",60169,1,27,60,70,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"81","Fall 2019_AFAS_363","College of Social & Behav Sci","Latin American Area Center","AFAS_363","AFAS","363","#Black Lives Matter Across Am","Upper Division",7,1,0,0,1,6,0,0,"Fall 2019",2020,14.3,0,0,14.3,85.7,0,0,"",3,"In Person",64908,1,7,30,48,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"82","Fall 2019_AFAS_371","College of Humanities","Africana Studies","AFAS_371","AFAS","371","Hip-Hop Cinema","Upper Division",612,9,38,29,76,521,15,0,"Fall 2019",2020,1.5,6.2,4.7,12.4,85.1,2.5,0,"",3,"FullOnline",106933,2,612,1000,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3
"83","Fall 2019_AFAS_376","College of Humanities","College of Humanities","AFAS_376","AFAS","376","Global Soccer","Upper Division",55,3,9,8,20,32,3,0,"Fall 2019",2020,5.5,16.4,14.5,36.4,58.2,5.5,0,"",3,"FullOnline",121068,2,55,192,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3
"84","Fall 2019_AFAS_381","College of Humanities","Africana Studies","AFAS_381","AFAS","381","African/Indigenous Reli","Upper Division",16,0,1,0,1,15,0,0,"Fall 2019",2020,0,6.3,0,6.3,93.8,0,0,"",3,"Hybrid",64665,1,16,32,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
"85","Fall 2019_AFAS_444","College of Humanities","Africana Studies","AFAS_444","AFAS","444","Rethink Race+Hlth In Us","Upper Division",13,0,0,0,0,13,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",60194,1,13,60,23,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"86","Fall 2019_AFAS_482","College of Humanities","Africana Studies","AFAS_482","AFAS","482","Africn Am+Us Foreign Pol","Upper Division",8,1,2,1,4,3,1,0,"Fall 2019",2020,12.5,25,12.5,50,37.5,12.5,0,"",3,"FullOnline",129491,2,8,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"87","Fall 2019_AGTM_100","College of Agric and Life Sci","Agricultural Education","AGTM_100","AGTM","100","Prin + Prac Of Agri Mech","Lower Division",24,1,2,1,4,20,0,0,"Fall 2019",2020,4.2,8.3,4.2,16.7,83.3,0,0,"Y",3,"In Person",65675,2,48,48,2,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"88","Fall 2019_AGTM_120","College of Agric and Life Sci","Biosystems Engineering","AGTM_120","AGTM","120","Basic Comptr Skills Off Apps","Lower Division",26,1,1,2,4,21,1,0,"Fall 2019",2020,3.8,3.8,7.7,15.4,80.8,3.8,0,"",3,"FullOnline",109021,2,22,330,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
"89","Fall 2019_AGTM_350","College of Agric and Life Sci","Agricultural Education","AGTM_350","AGTM","350","Appl In Agri Mechanics","Upper Division",24,0,0,0,0,24,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"Y",3,"In Person",100253,2,48,48,2,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"90","Fall 2019_AGTM_380","College of Agric and Life Sci","Agricultural Education","AGTM_380","AGTM","380","Global Agri+Intl Rel","Upper Division",22,1,0,0,1,21,0,0,"Fall 2019",2020,4.5,0,0,4.5,95.5,0,0,"",3,"In Person",65123,1,22,25,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"91","Fall 2019_AIS_104A","College of Social & Behav Sci","Linguistics","AIS_104A","AIS","104A","Beginning Navajo","Lower Division",12,1,1,0,2,10,0,0,"Fall 2019",2020,8.3,8.3,0,16.7,83.3,0,0,"",3,"In Person",40643,1,12,30,30,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"92","Fall 2019_AIS_204A","College of Social & Behav Sci","Linguistics","AIS_204A","AIS","204A","Intermediate Navajo","Lower Division",9,1,0,0,1,8,0,0,"Fall 2019",2020,11.1,0,0,11.1,88.9,0,0,"",3,"In Person",40647,1,9,25,23,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"93","Fall 2019_AIS_210","College of Social & Behav Sci","Linguistics","AIS_210","AIS","210","Amer Indian Languages","Lower Division",27,2,3,4,9,16,2,0,"Fall 2019",2020,7.4,11.1,14.8,33.3,59.3,7.4,0,"",3,"FullOnline",81299,2,27,60,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"94","Fall 2019_AIS_307A","College of Social & Behav Sci","Linguistics","AIS_307A","AIS","307A","Elem O'Odham Language","Upper Division",9,0,0,0,0,9,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",40653,1,9,25,23,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"95","Fall 2019_AIS_346","College of Social & Behav Sci","School of Anthropology","AIS_346","AIS","346","Clovis To Coronado","Upper Division",21,2,0,1,3,18,0,0,"Fall 2019",2020,9.5,0,4.8,14.3,85.7,0,0,"",3,"In Person",51352,1,21,40,62,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"96","Fall 2019_ALC_411","College of Agric and Life Sci","Agricultural Education","ALC_411","ALC","411","Princ & Appl Org Innovation","Upper Division",21,0,1,0,1,20,0,0,"Fall 2019",2020,0,4.8,0,4.8,95.2,0,0,"",3,"FullOnline",58292,1,6,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"97","Fall 2019_ALC_411","College of Agric and Life Sci","Agricultural Education","ALC_411","ALC","411","Princ & Appl Org Innovation","Upper Division",21,0,1,0,1,20,0,0,"Fall 2019",2020,0,4.8,0,4.8,95.2,0,0,"",3,"In Person",53392,1,15,17,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"98","Fall 2019_ALC_422","College of Agric and Life Sci","Agricultural Education","ALC_422","ALC","422","Com Knowledge Ag+Life Sc","Upper Division",158,1,9,3,13,141,4,0,"Fall 2019",2020,0.6,5.7,1.9,8.2,89.2,2.5,0,"",3,"In Person",98516,2,158,208,284,1,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"99","Fall 2019_ANTH_150A1","College of Social & Behav Sci","School of Anthropology","ANTH_150A1","ANTH","150A1","Race, Ethnicity+Am Dream","Lower Division",144,4,13,1,18,123,3,0,"Fall 2019",2020,2.8,9,0.7,12.5,85.4,2.1,0,"",3,"In Person",309575,6,288,300,287,1,2,3,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,5,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4
"100","Fall 2019_ANTH_150B1","College of Social & Behav Sci","School of Anthropology","ANTH_150B1","ANTH","150B1","Many Ways of Being Human","Lower Division",144,1,14,1,16,124,4,0,"Fall 2019",2020,0.7,9.7,0.7,11.1,86.1,2.8,0,"",3,"In Person",355361,7,259,270,362,2,4,1,0,0,0,3,2,3,2,4,0,0,0,3,0,0,0,4,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,4
"101","Fall 2019_ANTH_150C1","College of Social & Behav Sci","School of Anthropology","ANTH_150C1","ANTH","150C1","Humanity: A How to Guide","Lower Division",59,4,3,3,10,49,0,0,"Fall 2019",2020,6.8,5.1,5.1,16.9,83.1,0,0,"",3,"FullOnline",67756,1,59,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"102","Fall 2019_ANTH_150C1","College of Social & Behav Sci","School of Anthropology","ANTH_150C1","ANTH","150C1","Humanity: A How to Guide","Lower Division",59,4,3,3,10,49,0,0,"Fall 2019",2020,6.8,5.1,5.1,16.9,83.1,0,0,"",3,"In Person",67755,1,59,60,60,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"103","Fall 2019_ANTH_160A1","College of Social & Behav Sci","School of Anthropology","ANTH_160A1","ANTH","160A1","World Archaeology","Lower Division",376,26,40,21,87,276,13,0,"Fall 2019",2020,6.9,10.6,5.6,23.1,73.4,3.5,0,"",3,"In Person",528897,11,470,540,742,2,3,4,2,0,0,2,0,2,0,9,0,0,0,2,0,0,0,9,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,4
"104","Fall 2019_ANTH_160A1","College of Social & Behav Sci","School of Anthropology","ANTH_160A1","ANTH","160A1","World Archaeology","Lower Division",376,26,40,21,87,276,13,0,"Fall 2019",2020,6.9,10.6,5.6,23.1,73.4,3.5,0,"",3,"Hybrid",62419,1,141,150,224,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
"105","Fall 2019_ANTH_160D2","College of Social & Behav Sci","School of Anthropology","ANTH_160D2","ANTH","160D2","Origins of Hum Diversity","Lower Division",212,20,22,13,55,156,1,0,"Fall 2019",2020,9.4,10.4,6.1,25.9,73.6,0.5,0,"",3,"In Person",356669,6,317,390,645,0,3,2,1,0,0,1,1,1,1,4,0,0,0,2,0,0,0,4,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,4
"106","Fall 2019_ANTH_170C1","College of Social & Behav Sci","School of Anthropology","ANTH_170C1","ANTH","170C1","Human Var in Mod World","Lower Division",81,2,13,9,24,54,3,0,"Fall 2019",2020,2.5,16,11.1,29.6,66.7,3.7,0,"",3,"In Person",147410,3,104,120,62,2,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4
"107","Fall 2019_ANTH_170C1","College of Social & Behav Sci","School of Anthropology","ANTH_170C1","ANTH","170C1","Human Var in Mod World","Lower Division",81,2,13,9,24,54,3,0,"Fall 2019",2020,2.5,16,11.1,29.6,66.7,3.7,0,"",3,"FullOnline",62079,1,29,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
"108","Fall 2019_ANTH_170C2","College of Social & Behav Sci","School of Anthropology","ANTH_170C2","ANTH","170C2","Animal Minds","Lower Division",122,13,14,2,29,90,3,0,"Fall 2019",2020,10.7,11.5,1.6,23.8,73.8,2.5,0,"",3,"In Person",329421,5,244,240,502,0,3,2,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4
"109","Fall 2019_ANTH_197","College of Social & Behav Sci","School of Anthropology","ANTH_197","ANTH","197","Intro UA Anthropology","Lower Division",24,0,0,0,0,22,2,0,"Fall 2019",2020,0,0,0,0,91.7,8.3,0,"",1,"In Person",59220,1,24,35,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"110","Fall 2019_ANTH_200","College of Social & Behav Sci","School of Anthropology","ANTH_200","ANTH","200","Cultural Anthropology","Lower Division",67,2,7,0,9,56,2,0,"Fall 2019",2020,3,10.4,0,13.4,83.6,3,0,"",3,"In Person",44586,1,67,75,62,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"111","Fall 2019_ANTH_202","College of Social & Behav Sci","School of Anthropology","ANTH_202","ANTH","202","Applying Anth Globl Cntx","Lower Division",8,0,2,0,2,6,0,0,"Fall 2019",2020,0,25,0,25,75,0,0,"",3,"In Person",56918,1,8,24,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"112","Fall 2019_ANTH_204","College of Social & Behav Sci","School of Anthropology","ANTH_204","ANTH","204","Cultures, Catastrophe and Clim","Lower Division",21,1,2,0,3,16,2,0,"Fall 2019",2020,4.8,9.5,0,14.3,76.2,9.5,0,"",3,"In Person",61129,1,21,40,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"113","Fall 2019_ANTH_222","College of Humanities","Africana Studies","ANTH_222","ANTH","222","Afr Am Std:Hist of Ideas","Lower Division",11,0,2,0,2,8,1,0,"Fall 2019",2020,0,18.2,0,18.2,72.7,9.1,0,"",3,"In Person",103649,2,11,110,150,1,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"114","Fall 2019_ANTH_235","College of Social & Behav Sci","School of Anthropology","ANTH_235","ANTH","235","Principles Archaeology","Lower Division",64,0,4,1,5,59,0,0,"Fall 2019",2020,0,6.3,1.6,7.8,92.2,0,0,"Y",3,"In Person",50170,1,64,75,83,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"115","Fall 2019_ANTH_261","College of Social & Behav Sci","School of Anthropology","ANTH_261","ANTH","261","Hum Spec:Here/Envir/Beh","Lower Division",140,10,24,8,42,89,9,0,"Fall 2019",2020,7.1,17.1,5.7,30,63.6,6.4,0,"",3,"FullOnline",62699,1,140,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
"116","Fall 2019_ANTH_265","College of Social & Behav Sci","School of Anthropology","ANTH_265","ANTH","265","Human Evolution","Lower Division",32,3,0,0,3,29,0,0,"Fall 2019",2020,9.4,0,0,9.4,90.6,0,0,"",3,"In Person",25889,1,32,35,62,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"117","Fall 2019_ANTH_280","College of Social & Behav Sci","Latin American Area Center","ANTH_280","ANTH","280","Brazilian Identity","Lower Division",12,0,0,2,2,8,2,0,"Fall 2019",2020,0,0,16.7,16.7,66.7,16.7,0,"",3,"FullOnline",130241,2,24,150,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"118","Fall 2019_ANTH_300","College of Humanities","Religious Studies and Classics","ANTH_300","ANTH","300","Classical Ideal 1930 Art","Upper Division",62,0,0,2,2,57,3,0,"Fall 2019",2020,0,0,3.2,3.2,91.9,4.8,0,"",3,"FullOnline",66227,1,62,300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"119","Fall 2019_ANTH_303","College of Social & Behav Sci","School of Anthropology","ANTH_303","ANTH","303","Gender + Language","Upper Division",21,0,0,2,2,18,1,0,"Fall 2019",2020,0,0,9.5,9.5,85.7,4.8,0,"",3,"In Person",51042,1,21,25,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"120","Fall 2019_ANTH_310","College of Social & Behav Sci","School of Anthropology","ANTH_310","ANTH","310","Culture + the Individual","Upper Division",26,1,0,0,1,25,0,0,"Fall 2019",2020,3.8,0,0,3.8,96.2,0,0,"",3,"In Person",45286,1,26,60,80,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"121","Fall 2019_ANTH_311","College of Social & Behav Sci","School of Anthropology","ANTH_311","ANTH","311","Urban Anthropology","Upper Division",28,2,1,1,4,22,2,0,"Fall 2019",2020,7.1,3.6,3.6,14.3,78.6,7.1,0,"",3,"In Person",49774,1,28,32,27,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"122","Fall 2019_ANTH_325","College of Social & Behav Sci","School of Anthropology","ANTH_325","ANTH","325","Bodies in Medicine","Upper Division",69,1,6,0,7,59,3,0,"Fall 2019",2020,1.4,8.7,0,10.1,85.5,4.3,0,"",3,"In Person",180703,3,138,160,163,0,3,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4
"123","Fall 2019_ANTH_330","College of Social & Behav Sci","Sch Middle E/N African Studies","ANTH_330","ANTH","330","Languages & Societies:Mid East","Upper Division",28,0,0,1,1,27,0,0,"Fall 2019",2020,0,0,3.6,3.6,96.4,0,0,"",3,"In Person",61963,1,13,30,42,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"124","Fall 2019_ANTH_330","College of Social & Behav Sci","Sch Middle E/N African Studies","ANTH_330","ANTH","330","Languages & Societies:Mid East","Upper Division",28,0,0,1,1,27,0,0,"Fall 2019",2020,0,0,3.6,3.6,96.4,0,0,"",3,"FullOnline",58199,1,15,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
